timestamp,currency,impact,event,actual,forecast,previous
2013-04-12 08:55:00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,3.0%,,3.2%
2013-04-12 09:00:00,USD,Medium Impact Expected,Business Inventories m/m,0.1%,0.4%,0.9%
2013-04-12 11:30:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
2013-04-12 15:25:00,USD,Medium Impact Expected,Treasury Currency Report,,,
2013-04-13 00:00:00,EUR,Medium Impact Expected,ECOFIN Meetings,,,
2013-04-13 11:30:00,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
2013-04-14 18:01:00,GBP,Low Impact Expected,Rightmove HPI m/m,2.1%,,1.7%
2013-04-14 19:30:00,JPY,High Impact Expected,BOJ Gov Kuroda Speaks,,,
2013-04-14 20:30:00,AUD,Medium Impact Expected,Home Loans m/m,2.0%,1.6%,-0.3%
2013-04-14 21:00:00,CNY,High Impact Expected,GDP q/y,7.7%,8.0%,7.9%
2013-04-14 21:00:00,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,20.9%,21.3%,21.2%
2013-04-14 21:00:00,CNY,Medium Impact Expected,Industrial Production y/y,8.9%,10.1%,9.9%
2013-04-14 21:00:00,CNY,Medium Impact Expected,NBS Press Conference,,,
2013-04-14 21:00:00,CNY,Low Impact Expected,Retail Sales y/y,12.6%,12.5%,12.3%
2013-04-14 23:30:00,JPY,Low Impact Expected,Revised Industrial Production m/m,0.6%,-0.1%,-0.1%
2013-04-15 01:15:00,JPY,High Impact Expected,BOJ Gov Kuroda Speaks,,,
2013-04-15 04:00:00,EUR,Low Impact Expected,Trade Balance,12.0B,9.9B,8.7B
2013-04-15 07:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,3.1,7.2,9.2
2013-04-15 08:00:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
2013-04-15 08:00:00,USD,Medium Impact Expected,TIC Long-Term Purchases,-17.8B,41.3B,25.7B
2013-04-15 09:00:00,USD,Low Impact Expected,NAHB Housing Market Index,42,45,44
2013-04-15 17:10:00,USD,Low Impact Expected,President Obama Speaks,,,
2013-04-15 20:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
2013-04-15 20:30:00,AUD,Medium Impact Expected,New Motor Vehicle Sales m/m,-0.6%,,-0.1%
2013-04-15 21:55:00,AUD,Medium Impact Expected,RBA Assist Gov Debelle Speaks,,,
2013-04-16 02:15:00,CHF,Medium Impact Expected,PPI m/m,0.0%,0.0%,0.1%
2013-04-16 03:00:00,EUR,Low Impact Expected,Italian Trade Balance,1.09B,-1.41B,-1.61B
2013-04-16 03:30:00,GBP,High Impact Expected,CPI y/y,2.8%,2.8%,2.8%
2013-04-16 03:30:00,GBP,Medium Impact Expected,PPI Input m/m,-0.1%,-0.3%,2.8%
2013-04-16 03:30:00,GBP,Medium Impact Expected,RPI y/y,3.3%,3.3%,3.2%
2013-04-16 03:30:00,GBP,Low Impact Expected,Core CPI y/y,2.4%,2.3%,2.3%
2013-04-16 03:30:00,GBP,Low Impact Expected,ONS HPI y/y,1.9%,2.8%,2.2%
2013-04-16 03:30:00,GBP,Low Impact Expected,PPI Output m/m,0.3%,0.3%,0.8%
2013-04-16 04:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,36.3,41.5,48.5
2013-04-16 04:00:00,EUR,Medium Impact Expected,Final CPI y/y,1.7%,1.7%,1.7%
2013-04-16 04:00:00,EUR,Medium Impact Expected,Final Core CPI y/y,1.5%,1.4%,1.3%
2013-04-16 04:00:00,EUR,Medium Impact Expected,ZEW Economic Sentiment,24.9,31.5,33.4
2013-04-16 07:00:00,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2013-04-16 07:30:00,CAD,High Impact Expected,Manufacturing Sales m/m,2.6%,0.6%,-0.6%
2013-04-16 07:30:00,CAD,Medium Impact Expected,Foreign Securities Purchases,-6.31B,7.28B,14.32B
2013-04-16 07:30:00,USD,High Impact Expected,Building Permits,0.90M,0.94M,0.94M
2013-04-16 07:30:00,USD,High Impact Expected,Core CPI m/m,0.1%,0.2%,0.2%
2013-04-16 07:30:00,USD,Medium Impact Expected,CPI m/m,-0.2%,0.0%,0.7%
2013-04-16 07:30:00,USD,Medium Impact Expected,Housing Starts,1.04M,0.93M,0.97M
2013-04-16 08:00:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
2013-04-16 08:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,78.5%,78.4%,79.6%
2013-04-16 08:15:00,USD,Medium Impact Expected,Industrial Production m/m,0.4%,0.3%,0.7%
2013-04-16 09:00:00,USD,Medium Impact Expected,Treasury Sec Lew Speaks,,,
2013-04-16 09:30:00,NZD,Low Impact Expected,GDT Price Index,1.6%,,11.2%
2013-04-16 11:00:00,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
2013-04-16 11:30:00,CHF,Medium Impact Expected,Gov Board Member Danthine Speaks,,,
2013-04-16 14:00:00,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
2013-04-16 14:00:00,USD,Medium Impact Expected,Treasury Sec Lew Speaks,,,
2013-04-16 17:45:00,NZD,High Impact Expected,CPI q/q,0.4%,0.4%,-0.2%
2013-04-16 19:30:00,AUD,Low Impact Expected,MI Leading Index m/m,0.6%,,0.4%
2013-04-17 00:00:00,JPY,Low Impact Expected,Consumer Confidence,44.8,46.7,44.3
2013-04-17 03:30:00,GBP,High Impact Expected,Claimant Count Change,-7.0K,0.0K,-5.3K
2013-04-17 03:30:00,GBP,High Impact Expected,MPC Asset Purchase Facility Votes,3-0-6,3-0-6,3-0-6
2013-04-17 03:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
2013-04-17 03:30:00,GBP,Medium Impact Expected,Unemployment Rate,7.9%,7.8%,7.8%
2013-04-17 03:30:00,GBP,Low Impact Expected,Average Earnings Index 3m/y,0.8%,1.4%,1.2%
2013-04-17 04:00:00,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,20.0,,2.3
2013-04-17 04:33:00,EUR,Medium Impact Expected,German 10-y Bond Auction,1.28|1.6,,1.36|1.6
2013-04-17 08:30:00,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
2013-04-17 09:00:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,
2013-04-17 09:00:00,CAD,High Impact Expected,BOC Rate Statement,,,
2013-04-17 09:00:00,CAD,High Impact Expected,Overnight Rate,1.00%,1.00%,1.00%
2013-04-17 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,-1.2M,1.2M,0.3M
2013-04-17 10:15:00,CAD,High Impact Expected,BOC Press Conference,,,
2013-04-17 11:00:00,USD,Medium Impact Expected,FOMC Member Rosengren Speaks,,,
2013-04-17 13:00:00,USD,Medium Impact Expected,Beige Book,,,
2013-04-17 15:00:00,USD,Medium Impact Expected,Treasury Sec Lew Speaks,,,
2013-04-17 18:50:00,JPY,Medium Impact Expected,Trade Balance,-0.92T,-0.92T,-1.09T
2013-04-17 20:30:00,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,2,,-5
2013-04-17 21:00:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,1.4%,,-1.4%
2013-04-18 03:30:00,GBP,High Impact Expected,Retail Sales m/m,-0.7%,-0.7%,2.1%
2013-04-18 03:44:00,EUR,Medium Impact Expected,Spanish 10-y Bond Auction,4.61|2.6,,4.48|2.1
2013-04-18 04:00:00,CHF,Medium Impact Expected,Gov Board Member Zurbrugg Speaks,,,
2013-04-18 04:35:00,GBP,Low Impact Expected,30-y Bond Auction,3.12|1.7,,2.95|1.5
2013-04-18 07:30:00,USD,High Impact Expected,Unemployment Claims,352K,349K,348K
2013-04-18 09:00:00,USD,High Impact Expected,Philly Fed Manufacturing Index,1.3,2.7,2.0
2013-04-18 09:00:00,USD,Low Impact Expected,CB Leading Index m/m,-0.1%,0.1%,0.5%
2013-04-18 09:30:00,USD,Low Impact Expected,Natural Gas Storage,31B,35B,-14B
2013-04-18 10:00:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2013-04-18 00:00:00,All,High Impact Expected,G20 Meetings,,,
2013-04-18 14:15:00,USD,Medium Impact Expected,FOMC Member Raskin Speaks,,,
2013-04-18 21:00:00,CNY,Low Impact Expected,CB Leading Index m/m,0.0%,,1.2%
2013-04-18 23:30:00,JPY,Low Impact Expected,All Industries Activity m/m,0.6%,-0.6%,-1.6%
2013-04-19 01:00:00,EUR,Medium Impact Expected,German PPI m/m,-0.2%,0.1%,-0.1%
2013-04-19 03:00:00,EUR,Medium Impact Expected,Current Account,16.3B,14.9B,13.8B
2013-04-19 05:30:00,EUR,High Impact Expected,German Buba President Weidmann Speaks,,,
2013-04-19 07:30:00,CAD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.8%
2013-04-19 07:30:00,CAD,Medium Impact Expected,CPI m/m,0.2%,0.3%,1.2%
2013-04-19 07:30:00,CAD,Medium Impact Expected,Wholesale Sales m/m,0.0%,0.4%,0.5%
2013-04-19 00:00:00,All,Medium Impact Expected,IMF Meetings,,,
2013-04-19 00:00:00,All,High Impact Expected,G20 Meetings,,,
2013-04-19 11:00:00,USD,Medium Impact Expected,FOMC Member Stein Speaks,,,
2013-04-20 00:00:00,All,Medium Impact Expected,IMF Meetings,,,
2013-04-20 17:40:00,CHF,High Impact Expected,SNB Chairman Jordan Speaks,,,
2013-04-21 00:00:00,All,Medium Impact Expected,IMF Meetings,,,
2013-04-21 12:30:00,EUR,High Impact Expected,German Buba President Weidmann Speaks,,,
2013-04-21 17:45:00,NZD,Low Impact Expected,Visitor Arrivals m/m,1.0%,,4.6%
2013-04-21 22:00:00,NZD,Low Impact Expected,Credit Card Spending y/y,3.6%,,4.7%
2013-04-22 05:00:00,EUR,Medium Impact Expected,German Buba Monthly Report,,,
2013-04-22 07:30:00,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2013-04-22 09:00:00,EUR,Low Impact Expected,Consumer Confidence,-22,-24,-24
2013-04-22 09:00:00,USD,High Impact Expected,Existing Home Sales,4.92M,5.02M,4.95M
2013-04-22 13:30:00,GBP,Medium Impact Expected,MPC Member Tucker Speaks,,,
2013-04-22 19:00:00,AUD,Medium Impact Expected,CB Leading Index m/m,0.3%,,0.2%
2013-04-22 20:45:00,CNY,High Impact Expected,Caixin Flash Manufacturing PMI,50.5,51.4,51.6
2013-04-23 01:00:00,CHF,Low Impact Expected,Trade Balance,1.90B,1.73B,2.00B
2013-04-23 02:00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,44.4,44.2,44.0
2013-04-23 02:00:00,EUR,Medium Impact Expected,French Flash Services PMI,44.1,42.3,41.3
2013-04-23 02:30:00,EUR,High Impact Expected,German Flash Manufacturing PMI,47.9,49.0,49.0
2013-04-23 02:30:00,EUR,Medium Impact Expected,German Flash Services PMI,49.2,51.1,50.9
2013-04-23 03:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,46.5,46.8,46.8
2013-04-23 03:00:00,EUR,Medium Impact Expected,Flash Services PMI,46.6,46.7,46.4
2013-04-23 03:30:00,GBP,Medium Impact Expected,Public Sector Net Borrowing,16.7B,14.3B,7.2B
2013-04-23 05:00:00,GBP,Medium Impact Expected,CBI Industrial Order Expectations,-25,-14,-15
2013-04-23 06:00:00,GBP,Medium Impact Expected,MPC Member McCafferty Speaks,,,
2013-04-23 07:30:00,CAD,High Impact Expected,Core Retail Sales m/m,0.7%,0.5%,0.4%
2013-04-23 07:30:00,CAD,Medium Impact Expected,Retail Sales m/m,0.8%,0.3%,0.9%
2013-04-23 07:45:00,CAD,High Impact Expected,BOC Gov Carney Speaks,,,
2013-04-23 08:00:00,USD,Medium Impact Expected,Flash Manufacturing PMI,52.0,53.8,54.6
2013-04-23 08:00:00,USD,Low Impact Expected,HPI m/m,0.7%,0.7%,0.6%
2013-04-23 09:00:00,USD,High Impact Expected,New Home Sales,417K,416K,411K
2013-04-23 09:00:00,USD,Low Impact Expected,Richmond Manufacturing Index,-6,3,3
2013-04-23 16:00:00,NZD,High Impact Expected,Official Cash Rate,2.50%,2.50%,2.50%
2013-04-23 16:00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,
2013-04-23 18:50:00,JPY,Low Impact Expected,SPPI y/y,-0.2%,-0.4%,0.0%
2013-04-23 20:30:00,AUD,High Impact Expected,CPI q/q,0.4%,0.7%,0.2%
2013-04-23 20:30:00,AUD,Medium Impact Expected,Trimmed Mean CPI q/q,0.3%,0.5%,0.6%
2013-04-23 22:30:00,AUD,Medium Impact Expected,RBA Deputy Gov Lowe Speaks,,,
2013-04-24 01:00:00,CHF,Low Impact Expected,UBS Consumption Indicator,1.25,,1.24
2013-04-24 03:00:00,EUR,High Impact Expected,German Ifo Business Climate,104.4,106.4,106.7
2013-04-24 03:00:00,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.2%,0.4%,-0.4%
2013-04-24 03:30:00,GBP,Medium Impact Expected,High Street Lending,31.2K,31.2K,30.6K
2013-04-24 04:33:00,EUR,Low Impact Expected,German 30-y Bond Auction,2.16|1.5,,2.45|1.8
2013-04-24 05:00:00,GBP,Medium Impact Expected,CBI Realized Sales,-1,7,0
2013-04-24 07:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-1.4%,0.5%,-0.7%
2013-04-24 07:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,-5.7%,-2.9%,5.6%
2013-04-24 08:00:00,EUR,Low Impact Expected,Belgian NBB Business Climate,-14.7,-14.3,-15.0
2013-04-24 08:30:00,USD,Medium Impact Expected,Treasury Sec Lew Speaks,,,
2013-04-24 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,0.9M,1.8M,-1.2M
2013-04-24 15:15:00,CAD,High Impact Expected,BOC Gov Carney Speaks,,,
2013-04-24 00:00:00,NZD,Non-Economic,Bank Holiday,,,
2013-04-24 00:00:00,AUD,Non-Economic,Bank Holiday,,,
2013-04-25 00:00:00,EUR,Non-Economic,Italian Bank Holiday,,,
2013-04-25 02:00:00,EUR,Medium Impact Expected,Spanish Unemployment Rate,27.2%,26.5%,26.0%
2013-04-25 03:30:00,GBP,High Impact Expected,Prelim GDP q/q,0.3%,0.1%,-0.3%
2013-04-25 03:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.1%,0.0%,-0.3%
2013-04-25 07:30:00,USD,High Impact Expected,Unemployment Claims,339K,352K,355K
2013-04-25 09:00:00,USD,Medium Impact Expected,Treasury Sec Lew Speaks,,,
2013-04-25 09:30:00,USD,Low Impact Expected,Natural Gas Storage,30B,33B,31B
2013-04-25 17:45:00,NZD,High Impact Expected,Trade Balance,718M,472M,441M
2013-04-25 18:30:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,-0.3%,-0.4%,-0.5%
2013-04-25 18:30:00,JPY,Low Impact Expected,National Core CPI y/y,-0.5%,-0.4%,-0.3%
2013-04-25 23:35:00,JPY,High Impact Expected,Monetary Policy Statement,,,
2013-04-26 01:00:00,EUR,Low Impact Expected,German Import Prices m/m,-0.1%,0.0%,0.3%
2013-04-26 01:00:00,JPY,Medium Impact Expected,BOJ Outlook Report,,,
2013-04-26 02:00:00,CHF,Medium Impact Expected,KOF Economic Barometer,1.02,0.98,1.00
2013-04-26 02:40:00,JPY,High Impact Expected,BOJ Press Conference,,,
2013-04-26 03:00:00,CHF,High Impact Expected,SNB Chairman Jordan Speaks,,,
2013-04-26 03:00:00,EUR,Medium Impact Expected,M3 Money Supply y/y,2.6%,3.0%,3.1%
2013-04-26 03:00:00,EUR,Low Impact Expected,Private Loans y/y,-0.8%,-0.8%,-0.8%
2013-04-26 07:30:00,USD,High Impact Expected,Advance GDP q/q,2.5%,3.1%,0.4%
2013-04-26 07:30:00,USD,Medium Impact Expected,Advance GDP Price Index q/q,1.2%,1.3%,1.0%
2013-04-26 08:55:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,76.4,73.3,72.3
2013-04-26 08:55:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,3.1%,,3.0%
2013-04-28 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2013-04-28 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2013-04-29 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,-0.5%,-0.2%,0.5%
2013-04-29 02:00:00,EUR,Low Impact Expected,Spanish Flash CPI y/y,1.4%,2.0%,2.4%
2013-04-29 03:10:00,EUR,Low Impact Expected,Retail PMI,44.2,,43.7
2013-04-29 04:12:00,EUR,High Impact Expected,Italian 10-y Bond Auction,3.94|1.4,,4.66|1.3
2013-04-29 07:30:00,USD,Medium Impact Expected,Core PCE Price Index m/m,0.0%,0.1%,0.1%
2013-04-29 07:30:00,USD,Medium Impact Expected,Personal Spending m/m,0.2%,0.2%,0.7%
2013-04-29 07:30:00,USD,Low Impact Expected,Personal Income m/m,0.2%,0.4%,1.1%
2013-04-29 09:00:00,USD,High Impact Expected,Pending Home Sales m/m,1.5%,1.1%,-1.0%
2013-04-29 17:45:00,NZD,Low Impact Expected,Building Consents m/m,-9.1%,,4.4%
2013-04-29 18:01:00,GBP,Low Impact Expected,GfK Consumer Confidence,-27,-26,-26
2013-04-29 18:15:00,JPY,Low Impact Expected,Final Manufacturing PMI,51.1,,50.4
2013-04-29 18:30:00,JPY,Medium Impact Expected,Household Spending y/y,5.2%,1.8%,0.8%
2013-04-29 18:30:00,JPY,Low Impact Expected,Unemployment Rate,4.1%,4.2%,4.3%
2013-04-29 18:50:00,JPY,Medium Impact Expected,Prelim Industrial Production m/m,0.2%,0.4%,0.6%
2013-04-29 18:50:00,JPY,Medium Impact Expected,Retail Sales y/y,-0.3%,0.5%,-2.2%
2013-04-29 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2013-04-29 20:00:00,NZD,High Impact Expected,ANZ Business Confidence,32.3,,34.6
2013-04-29 20:30:00,AUD,Medium Impact Expected,Private Sector Credit m/m,0.2%,0.3%,0.2%
2013-04-30 00:00:00,JPY,Low Impact Expected,Housing Starts y/y,7.3%,5.7%,3.0%
2013-04-30 01:00:00,EUR,Medium Impact Expected,German GfK Consumer Climate,6.2,5.9,6.0
2013-04-30 01:00:00,EUR,Medium Impact Expected,German Retail Sales m/m,-0.3%,-0.2%,-0.6%
2013-04-30 01:45:00,EUR,Medium Impact Expected,French Consumer Spending m/m,1.3%,0.2%,-0.2%
2013-04-30 02:00:00,EUR,Medium Impact Expected,Spanish Flash GDP q/q,-0.5%,-0.5%,-0.8%
2013-04-30 02:55:00,EUR,Medium Impact Expected,German Unemployment Change,4K,2K,12K
2013-04-30 03:00:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,11.5%,11.7%,11.5%
2013-04-30 03:30:00,GBP,Medium Impact Expected,Net Lending to Individuals m/m,0.9B,0.9B,1.3B
2013-04-30 03:30:00,GBP,Low Impact Expected,M4 Money Supply m/m,-0.9%,0.4%,-0.5%
2013-04-30 03:30:00,GBP,Low Impact Expected,Mortgage Approvals,54K,53K,52K
2013-04-30 04:00:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.2%,1.6%,1.7%
2013-04-30 04:00:00,EUR,Medium Impact Expected,Unemployment Rate,12.1%,12.1%,12.0%
2013-04-30 04:00:00,EUR,Low Impact Expected,Core CPI Flash Estimate y/y,1.0%,,1.5%
2013-04-30 04:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.1%,0.3%,0.2%
2013-04-30 07:30:00,CAD,High Impact Expected,GDP m/m,0.3%,0.2%,0.3%
2013-04-30 07:30:00,CAD,Medium Impact Expected,RMPI m/m,-1.7%,0.5%,2.2%
2013-04-30 07:30:00,CAD,Low Impact Expected,IPPI m/m,0.1%,0.1%,1.3%
2013-04-30 07:30:00,USD,Medium Impact Expected,Employment Cost Index q/q,0.3%,0.5%,0.5%
2013-04-30 08:00:00,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,9.3%,9.1%,8.1%
2013-04-30 08:45:00,USD,Medium Impact Expected,Chicago PMI,49.0,52.5,52.4
2013-04-30 09:00:00,USD,High Impact Expected,CB Consumer Confidence,68.1,61.4,61.9
2013-04-30 18:30:00,AUD,Low Impact Expected,AIG Manufacturing Index,36.7,,44.4
2013-04-30 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2013-04-30 20:00:00,AUD,Medium Impact Expected,HIA New Home Sales m/m,4.2%,,-5.3%
2013-04-30 20:00:00,CNY,High Impact Expected,Manufacturing PMI,50.6,50.8,50.9
2013-04-30 20:30:00,JPY,Medium Impact Expected,Average Cash Earnings y/y,-0.6%,-1.0%,-0.8%
2013-04-30 22:25:00,AUD,Medium Impact Expected,RBA Assist Gov Edey Speaks,,,
2013-04-30 22:45:00,JPY,Low Impact Expected,10-y Bond Auction,0.60|3.7,,0.55|3.2
2013-05-01 00:00:00,CHF,Non-Economic,Bank Holiday,,,
2013-05-01 00:00:00,EUR,Non-Economic,German Bank Holiday,,,
2013-05-01 00:00:00,EUR,Non-Economic,French Bank Holiday,,,
2013-05-01 00:00:00,EUR,Non-Economic,Italian Bank Holiday,,,
2013-05-01 01:00:00,GBP,Medium Impact Expected,Nationwide HPI m/m,-0.1%,0.3%,0.0%
2013-05-01 01:30:00,AUD,Low Impact Expected,Commodity Prices y/y,-6.5%,,-7.5%
2013-05-01 03:30:00,GBP,High Impact Expected,Manufacturing PMI,49.8,48.6,48.6
2013-05-01 07:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,119K,154K,131K
2013-05-01 08:00:00,USD,Low Impact Expected,Final Manufacturing PMI,52.1,52.1,52.0
2013-05-01 08:30:00,CAD,Low Impact Expected,Manufacturing PMI,50.1,,49.3
2013-05-01 09:00:00,USD,High Impact Expected,ISM Manufacturing PMI,50.7,51.0,51.3
2013-05-01 09:00:00,USD,Low Impact Expected,Construction Spending m/m,-1.7%,0.7%,1.5%
2013-05-01 09:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,50.0,52.6,54.5
2013-05-01 09:30:00,NZD,Low Impact Expected,GDT Price Index,-8.6%,,1.6%
2013-05-01 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,6.7M,1.2M,0.9M
2013-05-01 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,14.9M,15.2M,15.3M
2013-05-01 13:00:00,GBP,Medium Impact Expected,MPC Member Broadbent Speaks,,,
2013-05-01 13:00:00,USD,High Impact Expected,FOMC Statement,,,
2013-05-01 13:00:00,USD,Medium Impact Expected,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2013-05-01 17:05:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2013-05-01 18:50:00,JPY,High Impact Expected,Monetary Policy Meeting Minutes,,,
2013-05-01 18:50:00,JPY,Medium Impact Expected,Monetary Base y/y,23.1%,21.0%,19.8%
2013-05-01 20:00:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,12.6%,,7.4%
2013-05-01 20:30:00,AUD,High Impact Expected,Building Approvals m/m,-5.5%,1.2%,3.0%
2013-05-01 20:30:00,AUD,Medium Impact Expected,Import Prices q/q,0.0%,-0.5%,0.3%
2013-05-01 20:45:00,CNY,Medium Impact Expected,Caixin Manufacturing PMI,50.4,50.6,50.5
2013-05-02 02:15:00,EUR,High Impact Expected,Spanish Manufacturing PMI,44.7,44.6,44.2
2013-05-02 02:30:00,CHF,Medium Impact Expected,Manufacturing PMI,50.2,49.1,48.3
2013-05-02 02:45:00,EUR,Medium Impact Expected,Italian Manufacturing PMI,45.5,44.9,44.5
2013-05-02 02:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,44.4,44.4,44.4
2013-05-02 02:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,48.1,47.9,47.9
2013-05-02 03:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,46.7,46.5,46.5
2013-05-02 03:30:00,GBP,High Impact Expected,Construction PMI,49.4,48.1,47.2
2013-05-02 04:00:00,EUR,Medium Impact Expected,French 10-y Bond Auction,1.81|2.0,,1.94|3.1
2013-05-02 06:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,-6.0%,,30.0%
2013-05-02 06:45:00,EUR,High Impact Expected,Main Refinancing Rate,0.50%,0.50%,0.75%
2013-05-02 07:30:00,CAD,High Impact Expected,Trade Balance,0.0B,-0.7B,-1.2B
2013-05-02 07:30:00,EUR,High Impact Expected,ECB Press Conference,,,
2013-05-02 07:30:00,USD,High Impact Expected,Trade Balance,-38.8B,-42.1B,-43.6B
2013-05-02 07:30:00,USD,High Impact Expected,Unemployment Claims,324K,346K,342K
2013-05-02 07:30:00,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,0.7%,1.8%,-1.9%
2013-05-02 07:30:00,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,0.5%,0.8%,4.6%
2013-05-02 09:30:00,USD,Low Impact Expected,Natural Gas Storage,43B,27B,30B
2013-05-02 18:30:00,AUD,Low Impact Expected,AIG Services Index,44.1,,49.6
2013-05-02 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2013-05-02 20:00:00,CNY,Low Impact Expected,Non-Manufacturing PMI,54.5,,55.6
2013-05-02 20:30:00,AUD,High Impact Expected,PPI q/q,0.3%,0.2%,0.2%
2013-05-03 03:30:00,GBP,High Impact Expected,Services PMI,52.9,52.5,52.4
2013-05-03 04:00:00,EUR,Medium Impact Expected,EU Economic Forecasts,,,
2013-05-03 04:00:00,EUR,Low Impact Expected,PPI m/m,-0.2%,-0.1%,0.2%
2013-05-03 07:30:00,USD,High Impact Expected,Non-Farm Employment Change,165K,146K,138K
2013-05-03 07:30:00,USD,High Impact Expected,Unemployment Rate,7.5%,7.6%,7.6%
2013-05-03 07:30:00,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.2%,0.2%,0.0%
2013-05-03 09:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,53.1,54.1,54.4
2013-05-03 09:00:00,USD,Medium Impact Expected,Factory Orders m/m,-4.0%,-2.8%,1.9%
2013-05-03 11:30:00,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
2013-05-03 12:05:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2013-05-05 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2013-05-05 19:30:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.3%,,0.2%
2013-05-05 20:30:00,AUD,High Impact Expected,Retail Sales m/m,-0.4%,0.2%,1.3%
2013-05-05 20:30:00,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,-1.3%,,-0.5%
2013-05-05 20:45:00,CNY,Low Impact Expected,Caixin Services PMI,51.1,,54.3
2013-05-06 02:00:00,EUR,Medium Impact Expected,Spanish Unemployment Change,-46.1K,17.1K,-5.0K
2013-05-06 00:00:00,GBP,Non-Economic,Bank Holiday,,,
2013-05-06 02:15:00,EUR,Medium Impact Expected,Spanish Services PMI,44.4,45.8,45.3
2013-05-06 02:45:00,EUR,Medium Impact Expected,Italian Services PMI,47.0,46.3,45.5
2013-05-06 02:50:00,EUR,Low Impact Expected,French Final Services PMI,44.3,44.1,44.1
2013-05-06 02:55:00,EUR,Low Impact Expected,German Final Services PMI,49.6,49.2,49.2
2013-05-06 03:00:00,EUR,Low Impact Expected,Final Services PMI,47.0,46.6,46.6
2013-05-06 03:30:00,EUR,Low Impact Expected,Sentix Investor Confidence,-15.6,-14.6,-17.3
2013-05-06 04:00:00,EUR,Medium Impact Expected,Retail Sales m/m,-0.1%,-0.1%,-0.2%
2013-05-06 07:30:00,CAD,High Impact Expected,Building Permits m/m,8.6%,0.7%,1.5%
2013-05-06 08:00:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
